word,yes_votes,no_votes
ascending,0,0
ascends,0,0
ascension,0,0
ascent,0,0
ascents,0,0
ascertain,0,0
ascertainable,0,0
ascertained,0,0
ascertaining,0,0
ascertainment,0,0
ascertains,0,0
ascetic,0,0
asceticism,0,0
ascetics,0,0
ascorbic,0,0
ascot,75,36
ascots,0,0
ascribe,0,0
ascribed,0,0
ascribes,0,0
ascribing,0,0
aseptic,0,0
asexual,0,0
asexuality,0,0
asexually,0,0
ash,0,0
ashamed,0,0
ashen,0,0
ashes,0,0
ashore,0,0
ashram,0,0
ashrams,0,0
ashtray,0,0
ashtrays,0,0
ashy,0,0
asiago,0,0
aside,0,0
asides,0,0
asinine,0,0
ask,0,0
askance,0,0
asked,0,0
askew,0,0
asking,0,0
asks,0,0
asleep,0,0
asocial,96,13
asp,0,0
asparagine,0,0
asparagus,0,0
aspartame,0,0
aspartic,0,0
aspect,0,0
aspects,0,0
aspen,0,0
aspens,0,0
aspersion,0,0
aspersions,0,0
asphalt,0,0
asphyxia,0,0
asphyxiate,0,0
asphyxiated,0,0
asphyxiates,0,0
asphyxiating,0,0
asphyxiation,0,0
asphyxiations,0,0
aspirant,0,0
aspirants,0,0
aspirate,0,0
aspirated,0,0
aspirates,0,0
aspirating,0,0
aspiration,0,0
aspirational,0,0
aspirations,0,0
aspire,0,0
aspired,0,0
aspires,0,0
aspirin,0,0
aspiring,0,0
aspirins,0,0
asps,0,0
ass,0,0
assail,0,0
assailant,0,0
assailants,0,0
assailed,0,0
assailing,0,0
assails,0,0
assassin,0,0
assassinate,0,0
assassinated,0,0
assassinates,0,0
assassinating,0,0
assassination,0,0
assassinations,0,0
assassins,0,0
assault,0,0
assaulted,0,0
assaulting,0,0
assaults,0,0
assay,0,0
assayed,0,0
assaying,0,0
assays,0,0
assemblage,0,0
assemblages,0,0
assemble,0,0
assembled,0,0
assembler,0,0
assemblers,0,0
assembles,0,0
assemblies,0,0
assembling,0,0
assembly,0,0
assemblyman,0,0
assemblymen,0,0
assemblywoman,0,0
assemblywomen,0,0
assent,0,0
assented,0,0
assenting,0,0
assents,0,0
assert,0,0
asserted,0,0
asserting,0,0
assertion,0,0
assertions,0,0
assertive,0,0
assertively,0,0
assertiveness,0,0
asserts,0,0
asses,85,9
assess,0,0
assessable,0,0
assessed,0,0
assesses,0,0
assessing,0,0
assessment,0,0
assessments,0,0
assessor,0,0
assessors,0,0
asset,0,0
assets,0,0
asshole,0,0
assholes,0,0
assiduous,0,0
assiduously,0,0
assign,0,0
assignable,0,0
assignation,0,0
assignations,0,0
assigned,0,0
assignee,0,0
assignees,0,0
assigning,0,0
assignment,0,0
assignments,0,0
assigns,0,0
assimilate,0,0
assimilated,0,0
assimilates,0,0
assimilating,0,0
assimilation,0,0
assimilationist,0,0
assimilationists,0,0
assist,0,0
assistance,0,0
assistant,0,0
assistants,0,0
assistantship,0,0
assistantships,0,0
assisted,0,0
assisting,0,0
assistive,0,0
assists,0,0
associate,0,0
associated,0,0
associates,0,0
associating,0,0
association,0,0
associational,0,0
associations,0,0
associative,0,0
assort,64,10
assorted,0,0
assortment,0,0
assortments,0,0
assuage,0,0
assuaged,0,0
assuages,0,0
assuaging,0,0
assume,0,0
assumed,0,0
assumes,0,0
assuming,0,0
assumption,0,0
assumptions,0,0
assurance,0,0
assurances,0,0
assure,0,0
assured,0,0
assuredly,0,0
assures,0,0
assuring,0,0
astatine,0,0
aster,50,49
asterisk,0,0
asterisks,0,0
astern,37,68
asteroid,0,0
asteroids,0,0
asters,0,0
asthma,0,0
asthmatic,0,0
asthmatics,0,0
astigmatic,0,0
astigmatism,0,0
astigmatisms,0,0
astir,33,71
astonish,0,0
astonished,0,0
astonishes,0,0
astonishing,0,0
astonishingly,0,0
astonishment,0,0
astound,0,0
astounded,0,0
astounding,0,0
astoundingly,0,0
astounds,0,0
astral,86,2
astray,0,0
astride,0,0
astringency,0,0
astringent,0,0
astrobiologist,0,0
astrobiologists,0,0
astrobiology,0,0
astrologer,0,0
astrologers,0,0
astrological,0,0
astrology,0,0
astronaut,0,0
astronautical,0,0
astronautics,0,0
astronauts,0,0
astronomer,0,0
astronomers,0,0
astronomical,0,0
astronomically,0,0
astronomy,0,0
astrophotographer,0,0
astrophotographers,0,0
astrophotography,0,0
astrophysical,0,0
astrophysicist,0,0
astrophysicists,0,0
astrophysics,0,0
astute,0,0
astutely,0,0
astuteness,0,0
asunder,85,29
asylum,0,0
asylums,0,0
asymmetric,0,0
asymmetrical,0,0
asymmetrically,0,0
asymmetries,0,0
asymmetry,0,0
asymptomatic,0,0
asymptomatically,0,0
asymptote,0,0
asymptotes,0,0
asymptotic,0,0
asymptotically,0,0
asynchronous,0,0
asynchronously,0,0
asynchrony,0,0
at,0,0
ataxia,0,0
ate,0,0
atelier,0,0
ateliers,0,0
atemporal,13,63
atheism,0,0
atheist,0,0
atheistic,0,0
atheists,0,0
atherosclerosis,0,0
atherosclerotic,0,0
athleisure,0,0
athlete,0,0
athletes,0,0
athletic,0,0
athletically,0,0
athleticism,0,0
athletics,0,0
atilt,16,67
atlas,0,0
atlases,0,0
atmosphere,0,0
atmospheres,0,0
atmospheric,0,0
atmospherically,0,0
atmospherics,0,0
atoll,61,13
atolls,0,0
atom,0,0
atomic,0,0
atomically,0,0
atomisation,0,0
atomise,0,0
atomised,0,0
atomiser,0,0
atomisers,0,0
atomises,0,0
atomising,0,0
atomization,0,0
atomize,0,0
atomized,0,0
atomizer,0,0
atomizers,0,0
atomizes,0,0
atomizing,0,0
atoms,0,0
atonal,0,0
atone,0,0
atoned,0,0
atonement,0,0
atones,0,0
atoning,0,0
atop,0,0
atrial,0,0
atrioventricular,0,0
atrium,0,0
atriums,0,0
atrocious,0,0
atrocities,0,0
atrocity,0,0
atrophic,0,0
atrophied,0,0
atrophies,0,0
atrophy,0,0
atrophying,0,0
atropine,0,0
attach,0,0
attachable,0,0
attache,67,57
attached,0,0
attaches,0,0
attaching,0,0
attachment,0,0
attachments,0,0
attack,0,0
attacked,0,0
attacker,0,0
attackers,0,0
attacking,0,0
attacks,0,0
attain,0,0
attainable,0,0
attained,0,0
attaining,0,0
attainment,0,0
attainments,0,0
attains,0,0
attempt,0,0
attempted,0,0
attempting,0,0
attempts,0,0
attend,0,0
attendance,0,0
attendances,0,0
attendant,0,0
attendants,0,0
attended,0,0
attendee,0,0
attendees,0,0
attending,0,0
attends,0,0
attention,0,0
attentional,0,0
attentions,0,0
attentive,0,0
attentively,0,0
attentiveness,0,0
attenuate,0,0
attenuated,0,0
attenuates,0,0
attenuating,0,0
attenuation,0,0
attenuator,0,0
attenuators,0,0
attest,0,0
attestation,0,0
attestations,0,0
attested,0,0
attesting,0,0
attests,0,0
attic,0,0
attics,0,0
attire,0,0
attired,0,0
attires,0,0
attitude,0,0
attitudes,0,0
attitudinal,0,0
attorney,0,0
attorneys,0,0
attosecond,0,0
attoseconds,0,0
attract,0,0
attractant,0,0
attractants,0,0
attracted,0,0
attracting,0,0
attraction,0,0
attractions,0,0
attractive,0,0
attractively,0,0
attractiveness,0,0
attractor,0,0
attractors,0,0
attracts,0,0
attributable,0,0
attribute,0,0
attributed,0,0
attributes,0,0
attributing,0,0
attribution,0,0
attributions,0,0
attrition,0,0
attune,0,0
attuned,0,0
attunement,0,0
attunes,0,0
attuning,0,0
atypical,0,0
atypically,0,0
aubergine,0,0
aubergines,0,0
auburn,0,0
auction,0,0
auctioned,0,0
auctioneer,0,0
auctioneering,0,0
auctioneers,0,0
auctioning,0,0
auctions,0,0
audacious,0,0
audaciously,0,0
audaciousness,0,0
audacity,0,0
audibility,0,0
audible,0,0
audibles,0,0
audibly,0,0
audience,0,0
audiences,0,0
audio,0,0
audiobook,0,0
audiobooks,0,0
audiologist,0,0
audiologists,0,0
audiology,0,0
audiophile,0,0
audiophiles,0,0
audios,0,0
audiotape,0,0
audiotapes,0,0
audiovisual,0,0
audit,0,0
auditable,0,0
audited,0,0
auditing,0,0
audition,0,0
auditioned,0,0
auditioning,0,0
auditions,0,0
auditor,0,0
auditorium,0,0
auditoriums,0,0
auditors,0,0
auditory,0,0
audits,0,0
auger,0,0
augers,0,0
aught,47,53
aughts,0,0
augment,0,0
augmentation,0,0
augmentations,0,0
augmentative,0,0
augmented,0,0
augmenting,0,0
augments,0,0
augur,22,71
augured,0,0
auguring,0,0
augurs,0,0
august,0,0
auk,0,0
auks,0,0
aunt,0,0
auntie,71,10
aunties,0,0
aunts,0,0
aunty,30,48
aura,0,0
aural,91,10
aurally,0,0
auras,0,0
aurora,0,0
auroral,0,0
auroras,0,0
aurum,0,0
auspice,0,0
auspices,0,0
auspicious,0,0
auspiciously,0,0
auspiciousness,0,0
austere,0,0
austerity,0,0
auteur,0,0
auteurs,0,0
authentic,0,0
authentically,0,0
authenticate,0,0
authenticated,0,0
authenticates,0,0
authenticating,0,0
authentication,0,0
authentications,0,0
authenticator,0,0
authenticators,0,0
authenticity,0,0
author,0,0
authored,0,0
authorial,0,0
authoring,0,0
authorisation,0,0
authorisations,0,0
authorise,0,0
authorised,0,0
authorises,0,0
authorising,0,0
authoritarian,0,0
authoritarianism,0,0
authoritarians,0,0
authoritative,0,0
authoritatively,0,0
authoritativeness,0,0
authorities,0,0
authority,0,0
authorization,0,0
authorizations,0,0
authorize,0,0
authorized,0,0
authorizes,0,0
authorizing,0,0
authors,0,0
authorship,0,0
autism,0,0
autist,0,0
autistic,0,0
autists,0,0
auto,0,0
autoantibodies,0,0
autoantibody,0,0
autobahn,0,0
autobahns,0,0
autobiographic,0,0
autobiographical,0,0
autobiographically,0,0
autobiographies,0,0
autobiography,0,0
autobody,0,0
autoclave,0,0
autoclaves,0,0
autocomplete,0,0
autocorrect,0,0
autocorrelation,0,0
autocorrelations,0,0
autocracies,0,0
autocracy,0,0
autocrat,0,0
autocratic,0,0
autocratically,0,0
autocrats,0,0
autodidact,0,0
autodidacts,0,0
autofluorescence,0,0
autofocus,0,0
autograph,0,0
autographed,0,0
autographing,0,0
autographs,0,0
autoimmune,0,0
autoimmunity,0,0
automagically,0,0
automaker,0,0
automakers,0,0
automata,0,0
automate,0,0
automated,0,0
automates,0,0
automatic,0,0
automatically,0,0
automatics,0,0
automating,0,0
automation,0,0
automations,0,0
automaton,0,0
automatons,0,0
automobile,0,0
automobiles,0,0
automotive,0,0
autonomic,0,0
autonomous,0,0
autonomously,0,0
autonomy,0,0
autophagy,0,0
autopilot,0,0
autopilots,0,0
autopsied,0,0
autopsies,0,0
autopsy,0,0
autopsying,0,0
autorickshaw,0,0
autorickshaws,0,0
autos,88,18
autosave,0,0
autosaved,0,0
autosaves,0,0
autosaving,0,0
autosport,0,0
autosports,0,0
autotransplantation,0,0
autotransplantations,0,0
autotune,0,0
autoworker,0,0
autoworkers,0,0
autumn,0,0
autumnal,92,13
autumns,0,0
auxiliaries,0,0
auxiliary,0,0
auxin,0,0
auxins,0,0
avail,0,0
availabilities,0,0
availability,0,0
available,0,0
availed,0,0
availing,0,0
avails,0,0
avalanche,0,0
avalanches,0,0
avarice,0,0
avaricious,0,0
avatar,0,0
avatars,0,0
avenge,0,0
avenged,0,0
avenger,0,0
avengers,0,0
avenges,0,0
avenging,0,0
avenue,0,0
avenues,0,0
aver,0,0
average,0,0
averaged,0,0
averagely,0,0
averages,0,0
averaging,0,0
averred,0,0
averring,0,0
avers,0,0
averse,0,0
aversion,0,0
aversions,0,0
aversive,0,0
avert,0,0
averted,0,0
averting,0,0
averts,0,0
avian,0,0
aviaries,0,0
aviary,0,0
aviation,0,0
aviator,0,0
aviators,0,0
avid,0,0
avidity,0,0
avidly,0,0
avionic,0,0
avionics,0,0
avocado,0,0
avocadoes,0,0
avocados,0,0
avocation,0,0
avocations,0,0
avoid,0,0
avoidable,0,0
avoidance,0,0
avoidant,0,0
avoided,0,0
avoiding,0,0
avoids,0,0
avow,0,0
avowal,0,0
avowals,0,0
avowed,0,0
avowedly,0,0
avowing,0,0
avows,0,0
avulsion,0,0
avulsions,0,0
aw,0,0
await,0,0
awaited,0,0
awaiting,0,0
awaits,0,0
awake,0,0
awaken,0,0
awakened,0,0
awakening,0,0
awakenings,0,0
awakens,0,0
awakes,0,0
awaking,0,0
award,0,0
awarded,0,0
awardee,0,0
awardees,0,0
awarding,0,0
awards,0,0
aware,0,0
awareness,0,0
awash,0,0
away,0,0
awe,0,0
awed,0,0
awesome,0,0
awesomely,0,0
awesomeness,0,0
awestruck,0,0
awful,0,0
awfully,0,0
awfulness,0,0
awhile,0,0
awing,18,56
awkward,0,0
awkwardly,0,0
awkwardness,0,0
awl,0,0
awls,0,0
awn,0,0
awning,0,0
awnings,0,0
awns,0,0
awoke,0,0
awoken,0,0
awol,0,0
awry,0,0
ax,0,0
axe,0,0
axed,0,0
axel,69,50
axes,0,0
axial,0,0
axially,0,0
axing,0,0
axiom,0,0
axiomatic,0,0
axioms,0,0
axis,0,0
axle,0,0
axles,0,0
axolotl,0,0
axolotls,0,0
axon,0,0
axonal,0,0
axons,0,0
ayahuasca,0,0
ayatollah,0,0
ayatollahs,0,0
aye,0,0
ayes,59,31
ayurveda,0,0
ayurvedic,0,0
azalea,0,0
azaleas,0,0
azimuth,0,0
azimuths,0,0
azuki,0,0
azure,0,0
azurite,38,42
baa,0,0
baaed,0,0
baaing,0,0
baas,0,0
babble,0,0
babbled,0,0
babbles,0,0
babbling,0,0
babbly,22,65
babe,0,0
babes,0,0
babied,0,0
babies,0,0
baboon,0,0
baboons,0,0
baby,0,0
babydoll,0,0
babydolls,0,0
babying,0,0
babyish,0,0
babysat,0,0
babysit,0,0
babysits,0,0
babysitter,0,0
babysitters,0,0
babysitting,0,0
baccalaureate,0,0
baccalaureates,0,0
baccarat,0,0
bachata,0,0
bachelor,0,0
bachelorette,0,0
bachelorettes,0,0
bachelors,0,0
bacilli,0,0
bacillus,0,0
back,0,0
backache,0,0
backaches,0,0
backbiting,0,0
backboard,0,0
backboards,0,0
backbone,0,0
backbones,0,0
backbreaking,0,0
backchannel,0,0
backchannels,0,0
backcountry,0,0
backcourt,0,0
backcourts,0,0
backdate,0,0
backdated,0,0
backdates,0,0
backdating,0,0
backdoor,0,0
backdrop,0,0
backdrops,0,0
backed,0,0
backer,0,0
backers,0,0
backfield,0,0
backfields,0,0
backfill,0,0
backfilled,0,0
backfilling,0,0
backfills,0,0
backfire,0,0
backfired,0,0
backfires,0,0
backfiring,0,0
backflip,0,0
backflipped,0,0
backflipping,0,0
backflips,0,0
backflow,0,0
backgammon,0,0
background,0,0
backgrounds,0,0
backhand,0,0
backhanded,0,0
backhandedly,0,0
backhands,0,0
backhaul,0,0
backhauled,0,0
backhauling,0,0
backhauls,0,0
backhoe,0,0
backhoes,0,0
backing,0,0
backings,0,0
backlash,0,0
backlashes,0,0
backless,0,0
backlight,0,0
backlighting,0,0
backlights,0,0
backlist,0,0
backlit,0,0
backlog,0,0
backlogged,0,0
backlogs,0,0
backlot,0,0
backlots,0,0
backpack,0,0
backpacked,0,0
backpacker,0,0
backpackers,0,0
backpacking,0,0
backpacks,0,0
backpedal,0,0
backpedaled,0,0
backpedaling,0,0
backpedalled,0,0
backpedalling,0,0
backpedals,0,0
backplate,0,0
backplates,0,0
backrest,0,0
backrests,0,0
backroom,0,0
backrooms,0,0
backs,0,0
backseat,0,0
backseats,0,0
backside,0,0
backsides,0,0
backslash,0,0
backslashes,0,0
backslid,0,0
backslide,0,0
backslides,0,0
backsliding,0,0
backspace,0,0
backspaces,0,0
backspin,0,0
backsplash,0,0
backsplashes,0,0
backstab,0,0
backstabbed,0,0
backstabber,0,0
backstabbers,0,0
backstabbing,0,0
backstabs,0,0
backstage,0,0
backstop,0,0
backstopped,0,0
backstopping,0,0
backstops,0,0
backstories,0,0
backstory,0,0
backstreet,0,0
backstreets,0,0
backstretch,0,0
backstroke,0,0
backswing,0,0
backswings,0,0
backtalk,0,0
backtrack,0,0
backtracked,0,0
backtracking,0,0
backtracks,0,0
backup,0,0
backups,0,0
backward,0,0
backwardness,0,0
backwards,0,0
backwash,0,0
backwater,0,0
backwaters,0,0
backwoods,0,0
backyard,0,0
backyards,0,0
bacon,0,0
bacteria,0,0
bacterial,0,0
bactericidal,0,0
bactericide,0,0
bactericides,0,0
bacteriological,0,0
bacteriologically,0,0
bacteriologist,0,0
bacteriologists,0,0
bacteriology,0,0
bacteriophage,0,0
bacteriophages,0,0
bacterium,0,0
bad,0,0
badass,0,0
badasses,0,0
badder,0,0
baddest,0,0
baddie,0,0
baddies,0,0
bade,0,0
badge,0,0
badged,0,0
badger,0,0
badgered,0,0
badgering,0,0
badgers,0,0
badges,0,0
badging,0,0
badlands,0,0
badly,0,0
badminton,0,0
badmouth,0,0
badmouthed,0,0
badmouthing,0,0
badmouths,0,0
badness,0,0
bads,0,0
baffle,0,0
baffled,0,0
baffles,0,0
baffling,0,0
bafflingly,0,0
bag,0,0
bagel,0,0
bagels,0,0
baggage,0,0
bagged,0,0
bagger,0,0
baggers,0,0
baggie,0,0
baggies,0,0
bagging,0,0
baggy,0,0
bagless,0,0
bagpipe,0,0
bagpiper,0,0
bagpipers,0,0
bagpipes,0,0
bags,0,0
baguette,0,0
baguettes,0,0
bah,0,0
bail,0,0
bailable,0,0
bailed,0,0
bailiff,0,0
bailiffs,0,0
bailing,0,0
bailout,0,0
bailouts,0,0
bails,0,0
bait,0,0
baited,0,0
baitfish,0,0
baiting,0,0
baits,0,0
bajillion,0,0
bajillions,0,0
bake,0,0
baked,0,0
bakehouse,0,0
bakehouses,0,0
bakeoff,0,0
bakeoffs,0,0
baker,0,0
bakeries,0,0
bakers,0,0
bakery,0,0
bakes,0,0
bakeshop,0,0
bakeshops,0,0
bakeware,0,0
baking,0,0
baklava,0,0
balaclava,0,0
balaclavas,0,0
balance,0,0
balanced,0,0
balancer,0,0
balancers,0,0
balances,0,0
balancing,0,0
balayage,0,0
balconies,0,0
balcony,0,0
bald,0,0
balded,47,75
baldies,0,0
balding,0,0
baldly,0,0
baldness,0,0
balds,0,0
baldy,0,0
bale,87,3
baled,54,33
baleen,0,0
baleful,0,0
baler,31,48
balers,0,0
bales,0,0
baling,0,0
balk,0,0
balkanisation,0,0
balkanise,0,0
balkanised,0,0
balkanises,0,0
balkanising,0,0
balkanization,0,0
balkanize,0,0
balkanized,0,0
balkanizes,0,0
balkanizing,0,0
balked,0,0
balking,0,0
balks,0,0
ball,0,0
ballad,0,0
ballads,0,0
ballast,0,0
ballasted,0,0
ballasting,0,0
ballasts,0,0
balled,0,0
baller,0,0
ballerina,0,0
ballerinas,0,0
ballers,0,0
ballet,0,0
ballets,0,0
ballgame,0,0
ballgames,0,0
ballgown,0,0
ballgowns,0,0
balling,0,0
ballistic,0,0
ballistics,0,0
balloon,0,0
ballooned,0,0
ballooning,0,0
balloonist,0,0
balloonists,0,0
balloons,0,0
ballot,0,0
balloted,0,0
balloting,0,0
ballots,0,0
ballpark,0,0
ballparks,0,0
ballplayer,0,0
ballplayers,0,0
ballpoint,0,0
ballroom,0,0
ballrooms,0,0
balls,0,0
ballsy,0,0
balm,0,0
balms,0,0
balmy,0,0
baloney,88,24
balsa,0,0
balsam,0,0
balsamic,0,0
balsams,0,0
balsas,0,0
bam,0,0
bamboo,0,0
bamboos,0,0
bamboozle,0,0
bamboozled,0,0
bamboozles,0,0
bamboozling,0,0
ban,0,0
banal,64,5
banalities,0,0
banality,0,0
banana,0,0
bananas,0,0
band,0,0
bandage,0,0
bandaged,0,0
bandages,0,0
bandaging,0,0
bandana,0,0
bandanas,0,0
bandanna,0,0
bandannas,0,0
bandeau,0,0
bandeaus,0,0
banded,0,0
bandicoot,0,0
bandicoots,0,0
bandied,0,0
bandies,0,0
banding,0,0
bandit,0,0
banditry,0,0
bandits,0,0
bandleader,0,0
bandleaders,0,0
bandmate,0,0
bandmates,0,0
bands,0,0
bandsaw,0,0
bandsaws,0,0
bandstand,0,0
bandstands,0,0
bandwagon,0,0
bandwagons,0,0
bandwidth,0,0
bandwidths,0,0
bandy,25,44
bandying,0,0
bane,0,0
baneful,0,0
banes,0,0
bang,0,0
banged,0,0
banger,76,4
bangers,0,0
banging,0,0
bangle,0,0
bangles,0,0
bangs,0,0
banish,0,0
banished,0,0
banishes,0,0
banishing,0,0
banishment,0,0
banister,0,0
banisters,0,0
banjo,0,0
banjos,0,0
bank,0,0
bankable,0,0
bankcard,0,0
bankcards,0,0
banked,0,0
banker,0,0
bankers,0,0
banking,0,0
banknote,0,0
banknotes,0,0
bankroll,0,0
bankrolled,0,0
bankrolling,0,0
bankrolls,0,0
bankrupt,0,0
bankruptcies,0,0
bankruptcy,0,0
bankrupted,0,0
bankrupting,0,0
bankrupts,0,0
banks,0,0
banned,0,0
banner,0,0
banners,0,0
banning,0,0
bannister,0,0
bannisters,0,0
banquet,0,0
banqueting,0,0
banquets,0,0
banquette,0,0
banquettes,0,0
bans,0,0
banshee,0,0
banshees,0,0
bantam,0,0
bantams,0,0
bantamweight,0,0
bantamweights,0,0
banter,0,0
bantered,0,0
bantering,0,0
banters,0,0
banyan,0,0
banyans,0,0
baobab,0,0
baobabs,0,0
baptise,0,0
baptised,0,0
baptises,0,0
baptising,0,0
baptism,0,0
baptismal,0,0
baptisms,0,0
baptize,0,0
baptized,0,0
baptizes,0,0
baptizing,0,0
bar,0,0
barb,0,0
barbarian,0,0
barbarians,0,0
barbaric,0,0
barbarism,0,0
barbarisms,0,0
barbarities,0,0
barbarity,0,0
barbarous,0,0
barbecue,0,0
barbecued,0,0
barbecues,0,0
barbecuing,0,0
barbed,0,0
barbel,0,0
barbell,0,0
barbells,0,0
barbels,0,0
barbeque,0,0
barbequed,0,0
barbeques,0,0
barbequing,0,0
barber,0,0
barbered,0,0
barbering,0,0
barbers,0,0
barbershop,0,0
barbershops,0,0
barbie,0,0
barbies,0,0
barbing,0,0
barbiturate,0,0
barbiturates,0,0
barbs,0,0
barcode,0,0
barcodes,0,0
bard,0,0
bards,0,0
bare,0,0
bareback,0,0
barebone,0,0
barebones,0,0
bared,0,0
barefaced,0,0
barefoot,0,0
barefooted,0,0
barehanded,0,0
barely,0,0
bareness,0,0
barer,0,0
bares,0,0
barest,0,0
barf,0,0
barfed,0,0
barfing,0,0
barfs,0,0
barfy,6,71
bargain,0,0
bargained,0,0
bargainer,0,0
bargainers,0,0
bargaining,0,0
bargains,0,0
barge,0,0
barged,0,0
barges,0,0
barging,0,0
bariatric,0,0
bariatrics,0,0
baring,0,0
barista,0,0
baristas,0,0
baritone,0,0
baritones,0,0
barium,0,0
bark,0,0
barked,0,0
barkeep,98,13
barkeeper,106,8
barker,0,0
barkers,0,0
barking,0,0
barks,0,0
barley,0,0
barmaid,0,0
barmaids,0,0
barman,55,33
barmen,0,0
barmy,0,0
barn,0,0
barnacle,0,0
barnacles,0,0
barns,0,0
barnstorm,0,0
barnstormed,0,0
barnstormer,0,0
barnstormers,0,0
barnstorming,0,0
barnstorms,0,0
barnyard,0,0
barnyards,0,0
barometer,0,0
barometers,0,0
barometric,0,0
baron,0,0
baroness,0,0
baronesses,0,0
barons,0,0
baroque,0,0
barrack,0,0
barracks,0,0
barracuda,77,8
barracudas,0,0
barrage,0,0
barraged,0,0
barrages,0,0
barraging,0,0
barramundi,0,0
barre,0,0
barred,0,0
barrel,0,0
barreled,0,0
barreling,0,0
barrelled,0,0
barrelling,0,0
barrels,0,0
barren,0,0
barrenness,0,0
barrens,0,0
barres,0,0
barrette,0,0
barrettes,0,0
barricade,0,0
barricaded,0,0
barricades,0,0
barricading,0,0
barrier,0,0
barriers,0,0
barring,0,0
barrio,0,0
barrios,0,0
barrister,0,0
barristers,0,0
barroom,0,0
barrooms,0,0
barrow,0,0
barrows,0,0
bars,0,0
barstool,0,0
barstools,0,0
bartend,0,0
bartended,0,0
bartender,0,0
bartenders,0,0
bartending,0,0
bartends,0,0
barter,0,0
bartered,0,0
bartering,0,0
barters,0,0
barware,15,91
baryon,0,0
baryons,0,0
basal,0,0
basalt,56,1
basaltic,0,0
basalts,0,0
base,0,0
baseball,0,0
baseballs,0,0
baseboard,0,0
baseboards,0,0
based,0,0
baseless,0,0
baseline,0,0
baselines,0,0
baseman,0,0
basemen,0,0
basement,0,0
basements,0,0
baseplate,0,0
baseplates,0,0
bases,0,0
bash,0,0
bashed,0,0
basher,76,10
bashers,0,0
bashes,0,0
bashful,0,0
bashfully,0,0
bashfulness,0,0
bashing,0,0
basic,0,0
basically,0,0
basics,0,0
basil,0,0
basilica,0,0
basilicas,0,0
basilisk,0,0
basilisks,0,0
basin,0,0
basing,0,0
basins,0,0
basis,0,0
bask,0,0
basked,0,0
basket,0,0
basketball,0,0
basketballs,0,0
basketry,0,0
baskets,0,0
basking,0,0
basks,0,0
basmati,0,0
bass,0,0
basses,0,0
basset,0,0
bassets,0,0
bassi,0,0
bassinet,0,0
bassinets,0,0
bassist,0,0
bassists,0,0
bassline,0,0
basslines,0,0
basso,0,0
bassoon,0,0
bassoonist,0,0
bassoonists,0,0
bassoons,0,0
bastard,0,0
bastardisation,0,0
bastardisations,0,0
bastardise,0,0
bastardised,0,0
bastardises,0,0
bastardising,0,0
bastardization,0,0
bastardizations,0,0
bastardize,0,0
bastardized,0,0
bastardizes,0,0
bastardizing,0,0
bastards,0,0
baste,0,0
basted,0,0
baster,0,0
basters,0,0
bastes,0,0
basting,0,0
bastion,114,6
bastions,0,0
bat,0,0
batch,0,0
batched,0,0
batches,0,0
batching,0,0
bate,20,39
bated,81,5
bates,0,0
bath,0,0
bathe,0,0
bathed,0,0
bather,0,0
bathers,0,0
bathes,0,0
bathhouse,0,0
bathhouses,0,0
bathing,0,0
bathrobe,0,0
bathrobes,0,0
bathroom,0,0
bathrooms,0,0
baths,0,0
bathtub,0,0
bathtubs,0,0
bathwater,0,0
bathymetric,0,0
bathymetry,0,0
batik,0,0
bating,0,0
baton,0,0
batons,0,0
bats,0,0
batshit,0,0
batsman,0,0
batsmen,0,0
battalion,0,0
battalions,0,0
batted,0,0
batten,0,0
battened,0,0
battening,0,0
battens,0,0
batter,0,0
battered,0,0
batterer,0,0
batterers,0,0
batteries,0,0
battering,0,0
batters,0,0
battery,0,0
batting,0,0
battle,0,0
battled,0,0
battlefield,0,0
battlefields,0,0
battlefront,0,0
battlefronts,0,0
battleground,0,0
battlegrounds,0,0
battlement,0,0
battlements,0,0
battler,0,0
battlers,0,0
battles,0,0
battleship,0,0
battleships,0,0
battling,0,0
batty,0,0
bauble,0,0
baubles,0,0
baud,19,77
bauxite,0,0
bawdy,0,0
bawl,0,0
bawled,0,0
bawling,0,0
bawls,0,0
bay,0,0
bayed,0,0
baying,0,0
bayonet,0,0
bayonets,0,0
bayou,0,0
bayous,0,0
bays,0,0
bazaar,0,0
bazaars,0,0
bazillion,0,0
bazillions,0,0
bazooka,0,0
bazookas,0,0
be,0,0
beach,0,0
beachcomber,0,0
beachcombers,0,0
beachcombing,0,0
beached,0,0
beaches,0,0
beachfront,0,0
beachgoer,0,0
beachgoers,0,0
beachhead,0,0
beachheads,0,0
beaching,0,0
beachside,0,0
beachwear,0,0
beachy,0,0
beacon,0,0
beacons,0,0
bead,0,0
beaded,0,0
beading,0,0
beads,0,0
beadwork,0,0
beady,0,0
beagle,0,0
beagles,0,0
beak,0,0
beaked,0,0
beaker,0,0
beakers,0,0
beaks,0,0
beam,0,0
beamed,0,0
beaming,0,0
beams,0,0
bean,0,0
beanbag,0,0
beanbags,0,0
beaned,0,0
beanie,0,0
beanies,0,0
beaning,0,0
beans,0,0
beanstalk,0,0
beanstalks,0,0
bear,0,0
bearable,0,0
bearcat,0,0
bearcats,0,0
beard,0,0
bearded,0,0
beardless,0,0
beards,0,0
beardy,0,0
bearer,0,0
bearers,0,0
bearing,0,0
bearings,0,0
